iteration,selected_index,min_distance,max_distance,mean_distance
121,520,0.0,0.3629840074751155,0.2678066940710098
122,3113,0.0,0.36261307840874335,0.2672604898743688
123,1228,0.0,0.362287407591377,0.2667249268380683
124,42,0.0,0.36180469730051285,0.2660154012374049
125,3055,0.0,0.36113415128196075,0.26534130033734
126,248,0.0,0.3609354167106508,0.2649246567112986
127,1211,0.0,0.36088093768177154,0.26405439905951067
128,2872,0.0,0.3607200108640989,0.26333214942944755
129,637,0.0,0.36059659519528175,0.26288317064865185
130,2171,0.0,0.3602326146654651,0.2619316546019367
131,795,0.0,0.360229844998427,0.26154265899451834
132,2378,0.0,0.3596143889557308,0.26114021089330136
133,1314,0.0,0.35928662729780975,0.26077479604845033
134,342,0.0,0.3590371973223489,0.26020493442429393
135,1988,0.0,0.3586599842348846,0.25987909927120606
136,2816,0.0,0.35813555207959236,0.25939166588628787
137,580,0.0,0.3579028040818053,0.2590160374346696
138,135,0.0,0.3576314190234529,0.25862534955555483
139,1613,0.0,0.35738668274563895,0.2575134105737248
140,230,0.0,0.35676033618040764,0.25718333797482706
141,1698,0.0,0.35574012993782683,0.2565436919452794
142,2028,0.0,0.3554089906222906,0.2561747856831259
143,1195,0.0,0.3551585544978218,0.25568358076337394
144,561,0.0,0.35478135596640936,0.2553233387622064
145,1751,0.0,0.3544085469525424,0.254712980786895
146,938,0.0,0.35399013996369766,0.2543262594597043
147,2943,0.0,0.35308202499932534,0.2539746906603027
148,2832,0.0,0.3526205274775484,0.2535038117306159
149,163,0.0,0.35232165440469154,0.2528166899447623
150,2838,0.0,0.3522459902455234,0.2524379232091221
151,765,0.0,0.3515478067724692,0.2520264876835387
152,905,0.0,0.3514085469050702,0.2514394994665166
153,239,0.0,0.3502732159346986,0.2511294799952668
154,2084,0.0,0.3502704592272292,0.25027854497519725
155,2833,0.0,0.350007093458439,0.24996693905946474
156,874,0.0,0.349740118734641,0.24963215592636728
157,356,0.0,0.349493560749807,0.24881960717490825
158,2734,0.0,0.3487604916380164,0.2484430206670435
159,1893,0.0,0.34856158127367304,0.24791608583037836
160,743,0.0,0.3480058483136264,0.2476040637024308
161,1325,0.0,0.347930668370045,0.24715932798713935
162,660,0.0,0.34768681282802094,0.24679195411742152
163,1549,0.0,0.34765615291753,0.24629595367726478
164,2560,0.0,0.34735715035880094,0.24564159358697518
165,2576,0.0,0.34711350798315144,0.24527495010691924
166,2511,0.0,0.34697819919004613,0.24477631165269192
167,311,0.0,0.34666325677235005,0.2444411493365193
168,1369,0.0,0.34622587459632864,0.2440356429675418
169,157,0.0,0.34614514390690704,0.24367565892797027
170,67,0.0,0.3460364929342674,0.24316776110310453
171,1494,0.0,0.34599955198382915,0.2428306863136358
172,2719,0.0,0.34557663902911984,0.24245509431745624
173,2731,0.0,0.3452606747123512,0.2419719522267245
174,104,0.0,0.3445700655322426,0.24166023972965747
175,8,0.0,0.3438733463152844,0.24129711906794046
176,334,0.0,0.3435563210035665,0.24098922050289467
177,1168,0.0,0.3435024188802829,0.24054211504424544
178,2814,0.0,0.34254839637800466,0.2401485671521622
179,1101,0.0,0.34228856780689554,0.23982469208269483
180,2601,0.0,0.341503848174742,0.2394122768847406
181,625,0.0,0.3406967044793722,0.239006100486683
182,2616,0.0,0.3405940869070615,0.23858875045977695
183,507,0.0,0.34031416972233347,0.2382085094777658
184,2408,0.0,0.3402348917425388,0.2376498069948196
185,3117,0.0,0.3400180236756037,0.23733596112426236
186,2741,0.0,0.3385762844001899,0.23680456496831812
187,2276,0.0,0.33854551418562295,0.23587133733259144
188,675,0.0,0.33854551418562295,0.23555255044347795
189,2946,0.0,0.33842911727287506,0.23466803946240056
190,2457,0.0,0.3380574213072695,0.2341430966823088
191,371,0.0,0.33699210471388935,0.23383418068543402
192,1521,0.0,0.33694063428084237,0.23328641634001954
193,148,0.0,0.3369124476144598,0.2329397770727168
194,1149,0.0,0.3357792749391664,0.23220429698390213
195,1538,0.0,0.3352878227588784,0.23174110983953505
196,436,0.0,0.33517602059205504,0.23138537836138243
197,1292,0.0,0.3351454981060911,0.23086768659515447
198,1935,0.0,0.3351218336207511,0.23036349561908423
199,633,0.0,0.3349180170842985,0.22990521273358164
200,429,0.0,0.3349147804425013,0.229581046700216
201,1235,0.0,0.3345995215647694,0.2292032818896247
202,40,0.0,0.3342301343603082,0.22888127286940066
203,1365,0.0,0.3340682846180489,0.22847683497017432
204,983,0.0,0.33403975715420914,0.22809394502835362
205,1474,0.0,0.3337980825527488,0.22771715172579338
206,2639,0.0,0.3337611314790933,0.22723177670073427
207,581,0.0,0.33361418895552736,0.2268914362326361
208,1916,0.0,0.3335589847359523,0.226592400709809
209,57,0.0,0.33324836440168204,0.22630815863513104
210,658,0.0,0.33314863680866363,0.226011171644777
211,732,0.0,0.33309031535678746,0.2257155163832196
212,1634,0.0,0.3325685047661363,0.2253478074889921
213,751,0.0,0.3322204302744076,0.22504304370476436
214,2118,0.0,0.3318385440382735,0.22464631154185546
215,630,0.0,0.33180468152554193,0.22431665860741018
216,399,0.0,0.3317084290295652,0.22403356319902146
217,747,0.0,0.33139471203168086,0.22363347337110992
218,2711,0.0,0.33104776365037747,0.2233203891972971
219,1068,0.0,0.33104776365037747,0.22302961184905432
220,1941,0.0,0.3305885906452109,0.2225217940274999
221,2671,0.0,0.33040211279551884,0.22222605490391611
222,1809,0.0,0.33001073262356334,0.22183505051512564
223,257,0.0,0.32995515466920955,0.22136531839502857
224,1166,0.0,0.3294381190687681,0.22104038377429652
225,2101,0.0,0.3294058549329475,0.22068114806075562
226,69,0.0,0.3293214553678792,0.22037761570008824
227,140,0.0,0.32910761635507235,0.22010129586320623
228,867,0.0,0.32896443130480124,0.21963523574943003
229,2792,0.0,0.32895111596053755,0.2193467628367759
230,369,0.0,0.3288147437105963,0.21899552609874406
231,245,0.0,0.3288007747718369,0.21868091290354416
232,2783,0.0,0.32855670662598946,0.21829834420898533
233,2613,0.0,0.3276826392829846,0.21799931564093442
234,554,0.0,0.3275624371014208,0.217520643677841
235,2900,0.0,0.32748392972892043,0.21717959672087933
236,807,0.0,0.32730003186187645,0.21686189186694538
237,1753,0.0,0.3270079005628568,0.21640474516486363
238,2246,0.0,0.3267442352233489,0.21599863942625164
239,2887,0.0,0.3266166067998753,0.2157084446465526
240,1082,0.0,0.3265709222032118,0.21538807764686035
241,1741,0.0,0.3263595372138831,0.21507304982062084
242,2460,0.0,0.3263410231769588,0.21475052521204913
243,1112,0.0,0.3263191539816522,0.21445090682851245
244,668,0.0,0.3262032371412467,0.21410241854330847
245,2398,0.0,0.3261686214988417,0.21377033160252637
246,221,0.0,0.3253370002904369,0.21346802451398736
247,3196,0.0,0.3252929547436098,0.21293354350175436
248,1458,0.0,0.32451634595078394,0.21259391102388212
249,1315,0.0,0.32416365224965427,0.21220714909731275
250,2686,0.0,0.3241216183879208,0.21183268693004653
251,2902,0.0,0.32391310421551994,0.2113308148091371
252,3216,0.0,0.32376688816295557,0.21094754653803235
253,1337,0.0,0.3235995052188887,0.21064051801073733
254,2718,0.0,0.3234927017897467,0.21020681716416942
255,2632,0.0,0.32322664323562417,0.20991395634501755
256,1683,0.0,0.32322664323562417,0.20935834872724585
257,2363,0.0,0.3230593800729469,0.2089561189074521
258,2342,0.0,0.322923687565536,0.2086220294288065
259,2650,0.0,0.32269949117445196,0.20826182585917147
260,2845,0.0,0.3226675412441946,0.20795896189155266
261,273,0.0,0.3223972408537894,0.2076424607405746
262,1109,0.0,0.3223639642038437,0.20729225267542808
263,2534,0.0,0.32212492756314975,0.20686828463506954
264,1873,0.0,0.3219910966895883,0.20645417188181592
265,109,0.0,0.32185700042351967,0.20616036418944855
266,3211,0.0,0.3215351132123796,0.2058086731417543
267,1513,0.0,0.3214773721284026,0.2054924738039255
268,2759,0.0,0.32098234694978767,0.20518428049766793
269,1081,0.0,0.3209686860939996,0.20489633519215333
270,969,0.0,0.3207167468251584,0.20455971551235427
271,195,0.0,0.32066369646280457,0.20413437476107257
272,258,0.0,0.3203301594218834,0.20379401190372967
273,782,0.0,0.32018198881597537,0.20351063720520784
274,1176,0.0,0.3201776357297534,0.20323087822947822
275,1022,0.0,0.3200310489893427,0.20293310251367203
276,1257,0.0,0.3198886715031806,0.202660272002666
277,2915,0.0,0.31961763368767354,0.2023502716163202
278,2745,0.0,0.31940584730615357,0.20202770182237842
279,3059,0.0,0.31934370697505393,0.20157908533713823
280,1543,0.0,0.3192623252252693,0.20123583665117928
281,1436,0.0,0.31859280408115725,0.2006540745719404
282,2523,0.0,0.3185254969790727,0.20027927346055244
283,1297,0.0,0.3184092353862255,0.1998893697028732
284,1404,0.0,0.31787334654744404,0.1996102271454049
285,2335,0.0,0.3173728453783187,0.1992541523556623
286,843,0.0,0.31709409660370286,0.19895731212509185
287,1202,0.0,0.3169795943354003,0.19861867539691147
288,3001,0.0,0.31691080115014,0.19821405644895682
289,961,0.0,0.31660118883277666,0.19791389120513028
290,1466,0.0,0.3164485269389638,0.19747347080310193
291,697,0.0,0.31638724053052586,0.19711948493434805
292,2058,0.0,0.3161448203994668,0.19670565319422054
293,2337,0.0,0.31573764914099123,0.1964600399455046
294,1359,0.0,0.31488249879370983,0.19608853376295235
295,806,0.0,0.31487876407199483,0.19581007753605717
296,2525,0.0,0.3148298776453952,0.1955357433918775
297,2484,0.0,0.31434297376957016,0.19525645886005558
298,1064,0.0,0.3140247361216239,0.1949506913358194
299,250,0.0,0.3139581619201117,0.19468789137891856
300,3175,0.0,0.3139183221951405,0.19442905838598917
301,113,0.0,0.3136467662577626,0.19409828358270925
302,613,0.0,0.3134925386729853,0.19368232657862777
303,1522,0.0,0.31348657754037434,0.19338163770032668
304,2389,0.0,0.3131553125428492,0.19304749047595832
305,1487,0.0,0.3127470779776619,0.19271843722327076
306,492,0.0,0.3124508139530612,0.19240993227557165
307,1356,0.0,0.3121537395482046,0.19212402881320567
308,34,0.0,0.3119655222993272,0.1918147316344115
309,3162,0.0,0.3117466107764368,0.19120450106207665
310,454,0.0,0.3116662243751561,0.19090378785247428
311,1197,0.0,0.3116239221239362,0.19064210628930078
312,2385,0.0,0.3112483262741262,0.19028773776838598
313,2268,0.0,0.3111940016486928,0.18993962186355184
314,2668,0.0,0.31114826340415946,0.18962120531329166
315,2849,0.0,0.3110103453484786,0.18935196921163575
316,1621,0.0,0.31090243563732295,0.18894400530546607
317,2910,0.0,0.31048671711155823,0.18867200980374385
318,1415,0.0,0.3104689513045012,0.18837900088871742
319,995,0.0,0.31033017080947883,0.18805586711062583
320,1503,0.0,0.310115923868442,0.18779043631334078
321,1640,0.0,0.31000637360957367,0.18747662928528996
322,1135,0.0,0.3097738449363788,0.18719968551986652
323,1437,0.0,0.3097607189565937,0.18692095589755311
324,1379,0.0,0.3094640492166116,0.18663661192351097
325,2602,0.0,0.3092830659770604,0.18636124203736454
326,448,0.0,0.3091286128266964,0.18609915678201988
327,71,0.0,0.3089775948417452,0.18573744529566014
328,2032,0.0,0.30829174149794586,0.18537325305355096
329,3220,0.0,0.30818396038077317,0.1849622841390937
330,2820,0.0,0.30814894404448534,0.18468806932950357
331,3206,0.0,0.30774744434266627,0.18435374977714616
332,1701,0.0,0.3077389390509052,0.18406163461552788
333,2351,0.0,0.30742982738561586,0.18363739649014843
334,3057,0.0,0.3073822731617877,0.18326433435809705
335,70,0.0,0.30736205134468947,0.18300164704168337
336,904,0.0,0.3072403038142996,0.18271232832437811
337,2751,0.0,0.30715910949836234,0.18231530175303973
338,1878,0.0,0.30685973962297847,0.18204124739673447
339,1280,0.0,0.3068199106139182,0.18175026282071893
340,769,0.0,0.3066642412292626,0.1814894437242855
341,2531,0.0,0.30656749852050136,0.181236333544596
342,973,0.0,0.30614639630372686,0.18096254988168575
343,1764,0.0,0.3058236100240154,0.1806152753317195
344,175,0.0,0.30569382748190743,0.18028027601547414
345,231,0.0,0.30554840357780894,0.18000275071367608
346,1428,0.0,0.3053690112826633,0.17973871360488902
347,1386,0.0,0.30507379293987913,0.17946788971257158
348,1051,0.0,0.3047841016551472,0.1786055909489329
349,462,0.0,0.30470391335569347,0.1783370266245664
350,833,0.0,0.3046244383305482,0.1780503584773771
351,1442,0.0,0.3043980025596055,0.17778319749501126
352,1001,0.0,0.3043730161023363,0.17751559460568114
353,3051,0.0,0.30385133337345654,0.17724417930714628
354,2716,0.0,0.30354558394411935,0.1769760989398362
355,127,0.0,0.3035086183038413,0.17666645648764778
356,1320,0.0,0.30349071140191675,0.1763686445538686
357,924,0.0,0.3030435430409817,0.17599671371204037
358,598,0.0,0.30299813442945556,0.17572854278705224
359,1187,0.0,0.3029284833654689,0.17534875183117732
360,101,0.0,0.30286512828089607,0.1750866402004896
361,3201,0.0,0.3028452645459265,0.1747189087978994
362,2257,0.0,0.3026168055406272,0.17438711921216687
363,207,0.0,0.30253740716853844,0.17410977213637033
364,466,0.0,0.30215791824650173,0.17383899380801424
365,2644,0.0,0.3021410697202893,0.17357031691740615
366,281,0.0,0.30168397551213694,0.17332162839532358
367,2592,0.0,0.30138479373770455,0.17304588431005213
368,3098,0.0,0.3012507706563924,0.17267571633101172
369,2447,0.0,0.3011019254241791,0.1722706599552847
370,2111,0.0,0.3009679095229659,0.17190566525451717
371,1525,0.0,0.3008755486589633,0.17164933453045692
372,267,0.0,0.30058509372637093,0.1714201246363393
373,2899,0.0,0.3004368748324837,0.1711385614556355
374,2403,0.0,0.3002447582365788,0.17081342342025482
375,1209,0.0,0.2996479043472408,0.17042405478004197
376,2617,0.0,0.2995180330152365,0.17013309867030582
377,294,0.0,0.2988814383985724,0.1698681810074603
378,834,0.0,0.2988271781643404,0.16960042628678948
379,1242,0.0,0.2987306150351952,0.1693398509445813
380,485,0.0,0.29850356850663695,0.16906159183930336
381,2604,0.0,0.2983727912388189,0.16880450710535028
382,133,0.0,0.2982476652538648,0.16851028491445022
383,1402,0.0,0.2980381505315806,0.168259867109529
384,2662,0.0,0.2979814292748308,0.16799036604535567
385,1110,0.0,0.2977464530304779,0.16774283408415472
386,1711,0.0,0.2975638715699844,0.16745198675526088
387,562,0.0,0.29731886336855656,0.16718342641398645
388,1737,0.0,0.29727340430173127,0.166895439415046
389,2752,0.0,0.29668536295302106,0.1666427057754982
390,2868,0.0,0.2966325678380401,0.16628731585227788
391,2694,0.0,0.29661316849445696,0.16602466208533986
392,1245,0.0,0.29650674884454775,0.16574737854844945
393,323,0.0,0.2964327691645,0.1655022322671647
394,550,0.0,0.296303054308904,0.16526610608098538
395,2078,0.0,0.2961285335194941,0.16487004159154695
396,1973,0.0,0.29609638559877766,0.16455386060579907
397,1332,0.0,0.2960805833891257,0.16426968837024128
398,2827,0.0,0.2956704297837176,0.1640097862666601
399,617,0.0,0.2956196027710938,0.16374539894235848
400,946,0.0,0.2952895903756288,0.16334653998379445
401,2770,0.0,0.2952575896647774,0.1630315770062091
402,892,0.0,0.2951325535933652,0.1627851453765191
403,287,0.0,0.2951103771566136,0.16247571238164987
404,805,0.0,0.2949305320115214,0.16209996255709724
405,860,0.0,0.29460543472028433,0.1618130449337684
406,1850,0.0,0.29443201355304394,0.16154714412400084
407,1345,0.0,0.29438061966833423,0.16128548680475224
408,1708,0.0,0.29417768392073795,0.16102762544903723
409,854,0.0,0.29411247532645063,0.16073294033401353
410,1560,0.0,0.29354578073915805,0.16046678542233658
411,2072,0.0,0.29341205490653655,0.1602229751045233
412,2299,0.0,0.2931412706010645,0.15982256691487368
413,3171,0.0,0.29313499684387384,0.15933310409804935
414,1061,0.0,0.293011068062241,0.15908116007716835
415,3132,0.0,0.29296058764764527,0.15874328969636042
416,762,0.0,0.292731951022811,0.1584805534050818
417,1481,0.0,0.2923706301627405,0.15820590244177496
418,1497,0.0,0.29207220545000606,0.1579573481899401
419,2435,0.0,0.29206337821240574,0.15749390905409666
420,2898,0.0,0.2920553588307246,0.1572042707929264
421,227,0.0,0.2920553588307246,0.15692378434744
422,340,0.0,0.2918973022566768,0.15663594420224564
423,2622,0.0,0.29189064568771506,0.15639469517917454
424,47,0.0,0.29160388591172304,0.15608757649319097
425,432,0.0,0.2915589717229226,0.1558143744631147
426,2621,0.0,0.29118434967481494,0.15558993546033234
427,1673,0.0,0.29104438124456095,0.15525413291826537
428,1408,0.0,0.29099064314008355,0.15499514647059862
429,2019,0.0,0.2909311120860693,0.15472127409404254
430,2649,0.0,0.290906790229202,0.15446900876284145
431,1238,0.0,0.2908379530378931,0.154157305955304
432,1111,0.0,0.2907304246951376,0.1538604307255706
433,1133,0.0,0.2905192955827279,0.15359604384415232
434,176,0.0,0.2904227625597153,0.15335456354583837
435,1331,0.0,0.2902430158389426,0.15311639503205943
436,1468,0.0,0.2901844621558097,0.1528634615317879
437,576,0.0,0.2900114649172521,0.1526280779940554
438,648,0.0,0.28949282217530914,0.15235882708986664
439,1719,0.0,0.2893797901170334,0.15209161823737355
440,2772,0.0,0.2891449414337507,0.15182847564548616
441,1266,0.0,0.289078777775626,0.15150628913603123
442,2328,0.0,0.28896973802050085,0.15097145349296748
443,2846,0.0,0.2888817585988866,0.15072439659151016
444,689,0.0,0.2887893290552844,0.15044199314523948
445,1067,0.0,0.28869656776774005,0.15013747696439472
446,68,0.0,0.2885912681770698,0.1498963361682103
447,150,0.0,0.2885557834366513,0.1496487350201104
448,918,0.0,0.2884900353055298,0.14938557871189842
449,870,0.0,0.28845786100502546,0.14913306667961698
450,1374,0.0,0.2884490379647196,0.14887918956218243
451,957,0.0,0.2881015934034626,0.14860885549169095
452,858,0.0,0.287939485365017,0.14834628661294774
453,2922,0.0,0.28793065575574317,0.14808699282848609
454,2942,0.0,0.28786168922740846,0.14783297389203476
455,3178,0.0,0.28779741551300003,0.14737041437022913
456,2811,0.0,0.28776303796523306,0.14707734023579946
457,541,0.0,0.2877423675734265,0.14683205269097913
458,3186,0.0,0.28762228656233463,0.1464582239554828
459,997,0.0,0.28751284365858376,0.14620939314066703
460,2475,0.0,0.28743735180208624,0.14592283744014672
461,321,0.0,0.2873862641854708,0.1456775209559654
462,3119,0.0,0.287159187823992,0.14542799613595392
463,1229,0.0,0.2871263560109806,0.14517959297576047
464,984,0.0,0.2867947265287955,0.14493386347032242
465,940,0.0,0.2866253937618591,0.14468158604711948
466,1426,0.0,0.2865975532680402,0.14443769888686134
467,442,0.0,0.28638839361165,0.14416808337802103
468,1147,0.0,0.2863381153923973,0.1439246433883658
469,295,0.0,0.2862091649298372,0.14367680579524636
470,760,0.0,0.2859968998169154,0.14342031949570638
471,1649,0.0,0.2858980455238239,0.14299257452149947
472,2761,0.0,0.28584895315853387,0.142755487197972
473,2844,0.0,0.2857475726921637,0.1424924440067312
474,1666,0.0,0.2853963707554442,0.14200456010564852
475,1952,0.0,0.2853525663886879,0.14175921589954316
476,536,0.0,0.28508672336202895,0.14152538664773592
477,1161,0.0,0.28506772478919645,0.1412576238851677
478,2555,0.0,0.28487166896253674,0.14104050689441885
479,391,0.0,0.2846564331261305,0.14077520570587873
480,3048,0.0,0.2845910758100773,0.1405347523397631
481,2697,0.0,0.2845367496100467,0.14026878066820048
482,2598,0.0,0.2845281832564953,0.14001593147192737
483,3102,0.0,0.28450964816775004,0.1397843086740866
484,2099,0.0,0.2840025180280964,0.1395306686317638
485,1050,0.0,0.28389029726350545,0.13924165151516296
486,2356,0.0,0.2838236416795261,0.13888228989638735
487,2501,0.0,0.2838044754493617,0.1386400545981228
488,320,0.0,0.2836980031157221,0.1383988854776612
489,2015,0.0,0.2836879093236353,0.13817615218067428
490,804,0.0,0.28364096768684194,0.13792949170369131
491,1090,0.0,0.28362633897723083,0.1376876701717324
492,2762,0.0,0.28341436913095,0.13743923817097137
493,1223,0.0,0.28332409374517076,0.13719489172844027
494,380,0.0,0.28323799776448466,0.13694598633667548
495,2749,0.0,0.2831975605135367,0.13669157396139275
496,406,0.0,0.2830251368618827,0.13644623989071197
497,441,0.0,0.28293843282781567,0.13620041846660583
498,137,0.0,0.28281540168875924,0.13598094114490045
499,2728,0.0,0.2825547752016265,0.13569103096212368
500,710,0.0,0.2825046974820012,0.1354277600757255
501,2676,0.0,0.28245433618460924,0.13520304693988536
502,2096,0.0,0.2823228777979953,0.1349325730290888
503,199,0.0,0.2823175232425743,0.13467579775527944
504,1268,0.0,0.2822818637164236,0.13443387985706676
505,100,0.0,0.2821664699218014,0.13419662031856847
506,2487,0.0,0.2820875797706987,0.13396420113423974
507,2249,0.0,0.28202018325507844,0.13371306545855682
508,2879,0.0,0.28168884599426036,0.13336683210898959
509,597,0.0,0.2815916432480114,0.13311480494381966
510,836,0.0,0.28155003925075917,0.1328678511538977
511,1524,0.0,0.28153343982500145,0.13261764258502762
512,2212,0.0,0.28105509011501173,0.1323342245057496
513,181,0.0,0.28084640591377885,0.13209020978662028
514,2066,0.0,0.280785562765689,0.1318383682573046
515,2580,0.0,0.2807300899327121,0.13158728209948495
516,476,0.0,0.2806603079627507,0.13134734114348068
517,172,0.0,0.2805565773529029,0.1311004065469993
518,1153,0.0,0.2804268707086429,0.13085796202841887
519,2683,0.0,0.2802328458064823,0.13062033662365155
520,2808,0.0,0.28019432634738173,0.13037521409238753
521,3039,0.0,0.28001798998089156,0.13015327604136454
522,2727,0.0,0.2798551839928305,0.12985252853264115
523,1488,0.0,0.27975076374286584,0.12961803924656032
524,1424,0.0,0.27971041793364876,0.12935986400429583
525,2517,0.0,0.279533806929132,0.129094295250743
