image_path,basename,mean_brightness,std_brightness
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_37_608-jpg_gamma_jpg.rf.1b73087632675b1d64fb030cf0abe431.jpg,GX010065_37_608-jpg_gamma_jpg.rf.1b73087632675b1d64fb030cf0abe431.jpg,136.7431640625,64.80200482679561
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_37_608-jpg_gamma_jpg.rf.60a132593cec3762577efc798dce95d3.jpg,GX010065_37_608-jpg_gamma_jpg.rf.60a132593cec3762577efc798dce95d3.jpg,136.75415798611112,64.77772703131143
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_37_608-jpg_gamma_jpg.rf.bcb29b10bdca3d1e72d38fd5b208d19e.jpg,GX010065_37_608-jpg_gamma_jpg.rf.bcb29b10bdca3d1e72d38fd5b208d19e.jpg,136.74813802083332,64.78472851722384
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_38_618-jpg_gamma_jpg.rf.4b08d4e3623ef3055e9916bb184edb31.jpg,GX010065_38_618-jpg_gamma_jpg.rf.4b08d4e3623ef3055e9916bb184edb31.jpg,139.7338107638889,61.77581088061285
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_38_618-jpg_gamma_jpg.rf.870a3eae70cca762fab526f738c7d21a.jpg,GX010065_38_618-jpg_gamma_jpg.rf.870a3eae70cca762fab526f738c7d21a.jpg,139.7336328125,61.750819965433394
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_38_618-jpg_gamma_jpg.rf.dcd8c50cca3b12f3d2f019ee0e4c82f3.jpg,GX010065_38_618-jpg_gamma_jpg.rf.dcd8c50cca3b12f3d2f019ee0e4c82f3.jpg,139.73479600694444,61.768885306565785
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_39_628-jpg_gamma_jpg.rf.3b1637e9c265f0a3814f7213b7e7bed2.jpg,GX010065_39_628-jpg_gamma_jpg.rf.3b1637e9c265f0a3814f7213b7e7bed2.jpg,142.85376302083333,58.63714255607753
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_39_628-jpg_gamma_jpg.rf.6ba1661b07615ab73d57c80110bf49f0.jpg,GX010065_39_628-jpg_gamma_jpg.rf.6ba1661b07615ab73d57c80110bf49f0.jpg,142.84877604166667,58.652253758042065
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_39_628-jpg_gamma_jpg.rf.98c9616c694aeb247d721e105cb31dd9.jpg,GX010065_39_628-jpg_gamma_jpg.rf.98c9616c694aeb247d721e105cb31dd9.jpg,142.85373697916665,58.603993959429026
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_40_640-jpg_gamma_jpg.rf.1a2cf3bd24558d903bc79aad4fa806aa.jpg,GX010065_40_640-jpg_gamma_jpg.rf.1a2cf3bd24558d903bc79aad4fa806aa.jpg,144.95627170138889,55.531361745549404
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_40_640-jpg_gamma_jpg.rf.4aec1cb8254a3dc3e413cff1c31ecbbf.jpg,GX010065_40_640-jpg_gamma_jpg.rf.4aec1cb8254a3dc3e413cff1c31ecbbf.jpg,144.95627170138889,55.531361745549404
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_40_640-jpg_gamma_jpg.rf.6593af7899e7980cb9aa5b61108d8a2d.jpg,GX010065_40_640-jpg_gamma_jpg.rf.6593af7899e7980cb9aa5b61108d8a2d.jpg,144.94934027777776,55.58046214394238
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_41_649-jpg_gamma_jpg.rf.7b1260625552a85a3b50948ec4d5ccbb.jpg,GX010065_41_649-jpg_gamma_jpg.rf.7b1260625552a85a3b50948ec4d5ccbb.jpg,140.245078125,56.36171204179387
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_41_649-jpg_gamma_jpg.rf.ee841cab07e3ff3a24dbd1190990948d.jpg,GX010065_41_649-jpg_gamma_jpg.rf.ee841cab07e3ff3a24dbd1190990948d.jpg,140.23938802083333,56.39491755019718
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_41_649-jpg_gamma_jpg.rf.fe8cfdf83171dfb6a4a85a13658cec96.jpg,GX010065_41_649-jpg_gamma_jpg.rf.fe8cfdf83171dfb6a4a85a13658cec96.jpg,140.22848958333333,56.457043781182065
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_43_671-jpg_gamma_jpg.rf.aaedea250351c4a7238015bbda6a854a.jpg,GX010065_43_671-jpg_gamma_jpg.rf.aaedea250351c4a7238015bbda6a854a.jpg,137.1122829861111,60.72708805902232
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_43_671-jpg_gamma_jpg.rf.ba25f9f76ce841afebea3701ea8a97f3.jpg,GX010065_43_671-jpg_gamma_jpg.rf.ba25f9f76ce841afebea3701ea8a97f3.jpg,137.10177951388889,60.781447952776745
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_43_671-jpg_gamma_jpg.rf.d1d633c6b32d1fe7304153e99851b061.jpg,GX010065_43_671-jpg_gamma_jpg.rf.d1d633c6b32d1fe7304153e99851b061.jpg,137.11081163194444,60.80536349970154
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_44_682-jpg_gamma_jpg.rf.1ba6819d4108bbb4315b3c518111b7f7.jpg,GX010065_44_682-jpg_gamma_jpg.rf.1ba6819d4108bbb4315b3c518111b7f7.jpg,130.6885763888889,61.897388581838484
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_44_682-jpg_gamma_jpg.rf.36613f5ef2c0f45860de89594dac3fcc.jpg,GX010065_44_682-jpg_gamma_jpg.rf.36613f5ef2c0f45860de89594dac3fcc.jpg,130.6875564236111,61.92524528125437
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_44_682-jpg_gamma_jpg.rf.5e2457889db5d398b7033827a79515d7.jpg,GX010065_44_682-jpg_gamma_jpg.rf.5e2457889db5d398b7033827a79515d7.jpg,130.6903732638889,61.96358550115774
