image_name,basename,distance_to_centroid,MAE_image,detection_success
GX010276_00235_gamma.jpg,GX010276_00235_gamma.jpg,0.8113590288824291,3.1121126413900875,1
GX010285_00003_gamma.jpg,GX010285_00003_gamma.jpg,0.7553259520605936,6.151167952157909,1
GX010285_00004_gamma.jpg,GX010285_00004_gamma.jpg,0.7781868918291115,9.383358052592683,1
GX010285_00005_gamma.jpg,GX010285_00005_gamma.jpg,0.8083075574807891,5.502660004402297,1
GX010285_00007_gamma.jpg,GX010285_00007_gamma.jpg,0.8189597185075315,3.6440674762323484,1
GX010285_00016_gamma.jpg,GX010285_00016_gamma.jpg,0.7407565762383898,1.590432455816606,1
GX010285_00018_gamma.jpg,GX010285_00018_gamma.jpg,0.8329348804863653,2.4535292333729366,1
GX010285_00019_gamma.jpg,GX010285_00019_gamma.jpg,0.8347287943831166,70.09583669063392,1
GX010285_00020_gamma.jpg,GX010285_00020_gamma.jpg,0.7242862448478108,10.557408830726063,1
GX010285_00040_gamma.jpg,GX010285_00040_gamma.jpg,0.8160135749014069,4.617714157558954,1
GX010285_00043_gamma.jpg,GX010285_00043_gamma.jpg,0.919392966595621,2.2026298789623366,1
GX010285_00044_gamma.jpg,GX010285_00044_gamma.jpg,0.7836707019826855,7.984593028831782,1
GX010285_00045_gamma.jpg,GX010285_00045_gamma.jpg,0.8191306419599876,7.708377907727385,1
GX010285_00046_gamma.jpg,GX010285_00046_gamma.jpg,0.7564764375540932,1.5248249843866155,1
GX010285_00047_gamma.jpg,GX010285_00047_gamma.jpg,0.7773382997037005,7.567749576862988,1
GX010285_00073_gamma.jpg,GX010285_00073_gamma.jpg,0.7935976874802793,4.299523703066871,1
GX010285_00080_gamma.jpg,GX010285_00080_gamma.jpg,0.9466368482365399,0.063247368297846,1
GX010285_00081_gamma.jpg,GX010285_00081_gamma.jpg,0.8664846407270813,3.520223244744703,1
GX010285_00097_gamma.jpg,GX010285_00097_gamma.jpg,0.7289037925458219,6.8455123426887186,1
GX010285_00098_gamma.jpg,GX010285_00098_gamma.jpg,0.8241108018346629,2.8110288759636104,1
GX010285_00182_gamma.jpg,GX010285_00182_gamma.jpg,0.7814408837623638,9.14579295637169,1
GX010285_00184_gamma.jpg,GX010285_00184_gamma.jpg,0.732574772389305,8.767514398471246,1
GX010285_00186_gamma.jpg,GX010285_00186_gamma.jpg,0.825324985402589,6.786803041456022,1
GX010285_00188_gamma.jpg,GX010285_00188_gamma.jpg,0.7614496699886496,3.6220221013524423,1
GX010285_00189_gamma.jpg,GX010285_00189_gamma.jpg,0.7886178222961219,5.86433892044235,1
GX010285_00190_gamma.jpg,GX010285_00190_gamma.jpg,0.8296990195982428,2.44540870577743,1
GX010290_00031_gamma.jpg,GX010290_00031_gamma.jpg,0.7774583727297593,2.767806881577245,1
GX010290_00061_gamma.jpg,GX010290_00061_gamma.jpg,0.879023117104834,2.1894121125590793,1
GX010290_00094_gamma.jpg,GX010290_00094_gamma.jpg,0.7077244922710135,6.843721215595257,1
GX010290_00095_gamma.jpg,GX010290_00095_gamma.jpg,0.7600761159778451,4.024945780328382,1
GX010290_00096_gamma.jpg,GX010290_00096_gamma.jpg,0.768170765500984,2.524573796237683,1
GX010290_00121_gamma.jpg,GX010290_00121_gamma.jpg,0.7153168695671777,3.126532344222436,1
GX010290_00122_gamma.jpg,GX010290_00122_gamma.jpg,0.7361847849051567,8.555261502380851,1
GX010290_00123_gamma.jpg,GX010290_00123_gamma.jpg,0.7840644277523213,1.082248240230169,1
GX010343_00039_gamma.jpg,GX010343_00039_gamma.jpg,0.681049120585185,4.099447379924109,1
GX010343_00068_gamma.jpg,GX010343_00068_gamma.jpg,0.6249603720173023,7.159051742477736,1
GX010343_00074_gamma.jpg,GX010343_00074_gamma.jpg,0.697719899579844,66.72127673656169,1
GX010343_00139_gamma.jpg,GX010343_00139_gamma.jpg,0.8614828206473675,4.906461970778996,1
