image_name,basename,distance_to_2024_centroid,nearest_neighbor_distance,MAE_image,detection_success,MAE_total,MAE_carapace
GX010276_00229_gamma.jpg,GX010276_00229_gamma.jpg,0.9482696540515689,0.6907613744483541,1.9902913858796918,1,1.9103127561756992,2.0702700155836844
GX010276_00230_gamma.jpg,GX010276_00230_gamma.jpg,0.860097583571332,0.6990422683094308,4.889988390098344,1,7.381303845842638,2.3986729343540496
GX010276_00231_gamma.jpg,GX010276_00231_gamma.jpg,0.78886765200178,0.7109993689056195,2.442700200914516,1,3.4182294365405674,1.4671709652884646
GX010276_00232_gamma.jpg,GX010276_00232_gamma.jpg,0.8257851640860429,0.7160681015105161,3.0786274630975714,1,4.0697061069675335,2.0875488192276093
GX010276_00233_gamma.jpg,GX010276_00233_gamma.jpg,0.8808787919338446,0.686825004713435,,0,,
GX010276_00235_gamma.jpg,GX010276_00235_gamma.jpg,0.7784618816522223,0.7570838712237341,3.1121126413900875,1,5.601089524984445,0.6231357577957297
GX010285_00003_gamma.jpg,GX010285_00003_gamma.jpg,0.8350074692430918,0.7215772161320506,6.151167952157909,1,10.69230630697496,1.6100295973408594
GX010285_00004_gamma.jpg,GX010285_00004_gamma.jpg,0.8485054643498932,0.7699647256343286,9.383358052592683,1,12.956257153638148,5.8104589515472185
GX010285_00005_gamma.jpg,GX010285_00005_gamma.jpg,0.8841544285996784,0.7095407000168619,5.502660004402297,1,7.518924004197196,3.486396004607398
GX010285_00007_gamma.jpg,GX010285_00007_gamma.jpg,0.9063403009616687,0.6921131279565482,3.6440674762323484,1,4.9911910155664785,2.2969439368982183
GX010285_00016_gamma.jpg,GX010285_00016_gamma.jpg,0.7984901465205514,0.7287602043160027,1.590432455816606,1,2.2552078492025807,0.9256570624306315
GX010285_00018_gamma.jpg,GX010285_00018_gamma.jpg,0.8517880819513155,0.8555546124021045,2.4535292333729366,1,3.944152289317657,0.9629061774282164
GX010285_00019_gamma.jpg,GX010285_00019_gamma.jpg,0.8836175735177255,0.7886880230426195,70.09583669063392,1,136.0995825344471,4.092090846820747
GX010285_00020_gamma.jpg,GX010285_00020_gamma.jpg,0.7862578647635974,0.7270541560289909,10.557408830726063,1,17.740672570361085,3.37414509109104
GX010285_00040_gamma.jpg,GX010285_00040_gamma.jpg,0.8664754669747772,0.80355203837406,4.617714157558954,1,8.397944787999073,0.8374835271188346
GX010285_00043_gamma.jpg,GX010285_00043_gamma.jpg,0.9100662886581656,0.8681974860100591,2.2026298789623366,1,2.885384969047159,1.5198747888775141
GX010285_00044_gamma.jpg,GX010285_00044_gamma.jpg,0.8162009740954418,0.7649261761447713,7.984593028831782,1,10.37928326909065,5.589902788572914
GX010285_00045_gamma.jpg,GX010285_00045_gamma.jpg,0.8141256044410247,0.8000556893245229,7.708377907727385,1,14.77699161876513,0.6397641966896401
GX010285_00046_gamma.jpg,GX010285_00046_gamma.jpg,0.7653349120684414,0.7271228573490395,1.5248249843866155,1,0.8989583622167174,2.1506916065565136
GX010285_00047_gamma.jpg,GX010285_00047_gamma.jpg,0.7996246661817407,0.8129023317154667,7.567749576862988,1,10.74908599905296,4.386413154673015
GX010285_00073_gamma.jpg,GX010285_00073_gamma.jpg,0.811788935654968,0.8346384840606771,4.299523703066871,1,4.460247538786668,4.138799867347075
GX010285_00080_gamma.jpg,GX010285_00080_gamma.jpg,0.9511009461875294,0.7189216112407572,0.063247368297846,1,0.0335377761869324,0.0929569604087596
GX010285_00081_gamma.jpg,GX010285_00081_gamma.jpg,0.8775155797047951,0.7595419393947836,3.520223244744703,1,5.562737198980219,1.4777092905091864
GX010285_00097_gamma.jpg,GX010285_00097_gamma.jpg,0.7525552393207791,0.7534072170175939,6.8455123426887186,1,12.188068192981405,1.5029564923960326
GX010285_00098_gamma.jpg,GX010285_00098_gamma.jpg,0.8300761910124573,0.7238938568502903,2.8110288759636104,1,1.6813264667181684,3.940731285209053
GX010285_00182_gamma.jpg,GX010285_00182_gamma.jpg,0.8455497231242938,0.7912444076477408,9.14579295637169,1,15.47210610456746,2.8194798081759167
GX010285_00184_gamma.jpg,GX010285_00184_gamma.jpg,0.7824917043023357,0.7368536030162335,8.767514398471246,1,13.375699885511231,4.1593289114312615
GX010285_00186_gamma.jpg,GX010285_00186_gamma.jpg,0.8917193768716783,0.7572341773720804,6.786803041456022,1,13.421788283212337,0.1518177996997067
GX010285_00188_gamma.jpg,GX010285_00188_gamma.jpg,0.8095707755325662,0.7215437181613155,3.6220221013524423,1,5.600273274286735,1.6437709284181494
GX010285_00189_gamma.jpg,GX010285_00189_gamma.jpg,0.8299313152988654,0.731703500110674,5.86433892044235,1,8.284124195312138,3.44455364557256
GX010285_00190_gamma.jpg,GX010285_00190_gamma.jpg,0.862396759674945,0.7157456812852172,2.44540870577743,1,0.75414952020067,4.13666789135419
GX010290_00031_gamma.jpg,GX010290_00031_gamma.jpg,0.8564030781867041,0.7376949113440865,2.767806881577245,1,3.2775516997087593,2.258062063445731
GX010290_00061_gamma.jpg,GX010290_00061_gamma.jpg,0.8655388950326287,0.6974567079677071,2.1894121125590793,1,1.7690510809863724,2.609773144131786
GX010290_00094_gamma.jpg,GX010290_00094_gamma.jpg,0.7491618845414336,0.666972399445938,6.843721215595257,1,12.459824276257272,1.227618154933241
GX010290_00095_gamma.jpg,GX010290_00095_gamma.jpg,0.8400684043337397,0.6081767293317268,4.024945780328382,1,4.506061605149192,3.5438299555075714
GX010290_00096_gamma.jpg,GX010290_00096_gamma.jpg,0.8494712262983701,0.6206606534630763,2.524573796237683,1,2.4439525096819494,2.6051950827934167
GX010290_00121_gamma.jpg,GX010290_00121_gamma.jpg,0.7923701333357813,0.6695190923212938,3.126532344222436,1,5.2726829630589975,0.9803817253858744
GX010290_00122_gamma.jpg,GX010290_00122_gamma.jpg,0.7668189864713851,0.6788610339914146,8.555261502380851,1,11.415366096019277,5.695156908742428
GX010290_00123_gamma.jpg,GX010290_00123_gamma.jpg,0.8353193153068167,0.6922522276910663,1.082248240230169,1,0.6819838263413942,1.4825126541189435
GX010343_00039_gamma.jpg,GX010343_00039_gamma.jpg,0.6987891509205686,0.6355771281879298,4.099447379924109,1,5.1189495033128845,3.079945256535333
GX010343_00068_gamma.jpg,GX010343_00068_gamma.jpg,0.669888965568573,0.7046865979071523,7.159051742477736,1,11.274039146317456,3.044064338638015
GX010343_00074_gamma.jpg,GX010343_00074_gamma.jpg,0.7677255669265266,0.6381546813487283,66.72127673656169,1,132.5230736735825,0.9194797995408859
GX010343_00139_gamma.jpg,GX010343_00139_gamma.jpg,0.8381778838271728,0.7833231126172023,4.906461970778996,1,8.442309082318296,1.370614859239696
